DailyTimeSpentOnSite,Age,AreaIncome,DailyInternetUsage,AdTopicLine,City,Male,Country,Timestamp,ClickedOnAd
39.96,45,59610.81,146.13,Enhanced homogeneous moderator,East Barbara,1,Guernsey,2022-04-30T06:08:35Z,1
53.22,44,44307.18,108.85,Horizontal client-server database,Port Aprilville,0,United States Virgin Islands,2022-04-30T06:03:57Z,1
59.61,21,60637.62,198.45,Future-proofed coherent budgetary management,Port James,1,Cambodia,2022-04-30T05:55:43Z,0
46.61,52,27241.11,156.99,Ergonomic methodical encoding,Danielview,0,New Zealand,2022-04-30T05:54:15Z,1
67.26,57,25682.65,168.41,Focused incremental Graphic Interface,North Derekville,1,Bulgaria,2022-04-30T05:54:03Z,1
42.39,42,66541.05,150.99,De-engineered mobile infrastructure,Erinton,0,Christmas Island,2022-04-30T05:50:25Z,1
43.02,44,50199.77,125.22,Configurable bottom-line application,West Lindseybury,0,Thailand,2022-04-30T05:42:52Z,1
41.7,39,42898.21,126.95,Innovative regional structure,Jensenton,0,China,2022-04-30T05:35:27Z,1
70.61,28,72154.68,190.12,Assimilated encompassing portal,Meaganfort,0,Italy,2022-04-30T05:24:33Z,0
64.38,19,52530.1,180.47,Configurable dynamic secured line,West Alice,1,Gabon,2022-04-30T05:23:26Z,0
56.91,50,21773.22,146.44,Team-oriented executive core,West Randy,0,Norfolk Island,2022-04-30T05:17:28Z,1
80.72,31,68614.98,186.37,Re-engineered neutral success,Juliaport,0,Costa Rica,2022-04-30T05:15:28Z,0
47.53,30,33258.09,135.18,Customer-focused upward-trending contingency,Hughesport,0,Guinea,2022-04-30T05:10:31Z,1
84.0,48,46868.53,136.21,Inverse discrete extranet,Robertside,1,Kyrgyz Republic,2022-04-30T05:08:52Z,1
70.2,34,32708.94,119.2,Open-architected impactful productivity,Palmerside,0,British Virgin Islands,2022-04-30T05:08:35Z,1
45.44,43,48453.55,119.27,Enhanced intermediate standardization,Mezaton,0,China,2022-04-30T05:01:37Z,1
87.26,35,63060.55,184.03,Multi-layered tangible portal,New Paul,0,Bosnia and Herzegovina,2022-04-30T04:35:59Z,0
72.76,33,66431.87,240.63,Virtual impactful algorithm,Williamsport,1,India,2022-04-30T04:28:55Z,0
76.06,23,58633.63,201.04,Diverse multi-tasking parallelism,New Tinamouth,0,Brunei Darussalam,2022-04-30T04:28:17Z,0
79.57,31,61227.59,230.93,User-friendly asymmetric info-mediaries,Lisaberg,0,Egypt,2022-04-30T04:27:31Z,0
45.48,49,53336.76,129.16,Networked client-server solution,Blairborough,1,Lao People's Democratic Republic,2022-04-30T04:23:41Z,1
82.41,36,65882.81,222.08,Stand-alone logistical service-desk,North Brandon,0,Nicaragua,2022-04-30T04:22:42Z,0
43.7,28,63126.96,173.01,Front-line bifurcated ability,Nicholasland,0,Mayotte,2022-04-30T03:57:48Z,1
80.6,31,67479.62,177.55,Sharable bottom-line solution,Thomasview,0,Croatia,2022-04-30T03:56:16Z,0
77.56,38,63336.85,130.83,Right-sized multi-tasking solution,Port Angelamouth,1,Uganda,2022-04-30T03:52:24Z,1
59.05,52,50086.17,118.45,Upgradable logistical flexibility,Kristinfurt,1,Uganda,2022-04-30T03:46:34Z,1
84.88,32,63924.82,186.48,Ameliorated tangible hierarchy,Harrishaven,0,Lebanon,2022-04-30T03:41:56Z,0
37.45,47,31281.01,167.86,Horizontal high-level concept,South Johnnymouth,0,Antigua and Barbuda,2022-04-30T03:30:16Z,1
84.37,30,61389.5,201.58,Synchronized systemic hierarchy,Johnstad,0,Luxembourg,2022-04-30T03:26:39Z,0
49.84,38,67781.31,135.24,Phased hybrid superstructure,Jenniferhaven,1,United Arab Emirates,2022-04-30T03:19:03Z,1
46.43,28,53922.43,137.2,Reverse-engineered background Graphic Interface,Brianland,1,Ethiopia,2022-04-30T03:18:45Z,1
77.89,26,64188.5,201.54,Switchable multi-state success,West Sharon,0,Singapore,2022-04-30T03:10:50Z,0
75.55,36,73234.87,159.24,Managed grid-enabled standardization,Ramirezside,0,Liechtenstein,2022-04-30T02:58:58Z,1
67.71,25,63430.33,225.76,Synergized intangible open system,Daviesborough,1,Armenia,2022-04-30T02:55:10Z,0
75.65,39,64021.55,247.9,Organized upward-trending contingency,Brianabury,1,Bahrain,2022-04-30T02:34:25Z,0
74.87,52,43698.53,126.97,Public-key non-volatile implementation,Charlenetown,0,Saint Barthelemy,2022-04-30T02:17:18Z,1
85.86,34,63115.34,208.23,Networked high-level structure,New Jeffreychester,0,Bouvet Island (Bouvetoya),2022-04-30T02:15:04Z,0
51.3,45,67782.17,134.42,Grass-roots cohesive monitoring,New Darlene,1,Bosnia and Herzegovina,2022-04-30T02:07:01Z,1
50.08,40,64147.86,125.85,Ergonomic full-range time-frame,Whiteport,1,Greece,2022-04-30T02:02:36Z,1
83.4,39,60879.48,235.01,Advanced local task-force,Shaneland,0,Tanzania,2022-04-30T01:57:38Z,0
67.69,44,37345.34,109.22,Fundamental methodical support,South Jackieberg,0,Guam,2022-04-30T01:57:12Z,1
52.56,31,33147.19,250.36,Integrated interactive support,New Karenberg,1,Israel,2022-04-30T01:48:21Z,1
80.23,31,68441.85,193.77,Monitored national standardization,West Jodi,1,Nauru,2022-04-30T01:39:02Z,0
47.51,51,53700.57,130.41,Managed well-modulated collaboration,Bethburgh,1,American Samoa,2022-04-30T01:36:16Z,1
69.95,28,56725.47,247.01,Horizontal even-keeled challenge,New Julie,0,Malta,2022-04-30T01:24:34Z,0
64.75,36,63001.03,117.66,Multi-tiered stable leverage,North Sarashire,0,Venezuela,2022-04-30T01:19:08Z,1
59.64,51,71455.62,153.12,Re-contextualized human-resource success,Evansville,1,Guyana,2022-04-30T01:09:01Z,1
54.88,24,32006.82,148.61,Customizable modular Internet solution,West Pamela,0,Northern Mariana Islands,2022-04-30T01:03:06Z,1
87.14,31,58235.21,199.4,Up-sized bifurcated capability,Wadestad,1,Timor-Leste,2022-04-30T01:00:52Z,0
82.49,45,38645.4,130.84,Assimilated multi-state paradigm,Williamsfort,0,Dominican Republic,2022-04-30T00:58:37Z,1
36.31,47,57983.3,168.92,Reverse-engineered well-modulated capability,East Yvonnechester,0,Eritrea,2022-04-30T00:49:33Z,1
73.89,39,47160.53,110.68,Horizontal national architecture,North April,0,France,2022-04-30T00:41:53Z,1
44.16,42,61690.93,133.42,Innovative interactive portal,Port Dennis,1,Spain,2022-04-30T00:34:59Z,1
41.53,42,67575.12,158.81,Optional tangible productivity,South Jeanneport,0,Mayotte,2022-04-30T00:32:54Z,1
36.37,40,47338.94,144.53,Quality-focused zero-defect data-warehouse,North Jessicaville,1,Kiribati,2022-04-30T00:28:18Z,1
67.94,43,68447.17,128.16,Assimilated next generation firmware,North Kimberly,0,Morocco,2022-04-30T00:23:13Z,1
56.89,37,37334.78,109.29,Open-source coherent policy,Nelsonfurt,1,Wallis and Futuna,2022-04-30T00:19:57Z,1
44.98,49,52336.64,129.31,Organized global model,Port Sarahshire,0,Svalbard & Jan Mayen Islands,2022-04-30T00:13:47Z,1
81.05,34,54045.39,245.5,Configurable asynchronous application,Adamsstad,0,Malaysia,2022-04-30T00:07:43Z,0
49.96,55,60968.62,151.94,Multi-layered user-facing parallelism,South Cynthiashire,1,Zambia,2022-04-30T00:02:20Z,1
69.97,28,55041.6,250.0,Mandatory 3rdgeneration moderator,Cynthiaside,0,Holy See (Vatican City State),2022-04-30T00:01:58Z,0
66.17,26,63580.22,228.7,Business-focused maximized complexity,North Anaport,0,Mexico,2022-04-30T00:01:56Z,0
76.77,36,58348.41,123.51,Universal even-keeled analyzer,Harveyport,0,Turks and Caicos Islands,2022-04-30T00:01:33Z,1
62.18,33,65899.68,126.44,Reactive impactful challenge,West Leahton,0,Hungary,2022-04-30T00:00:48Z,1
