DailyTimeSpentOnSite,Age,AreaIncome,DailyInternetUsage,AdTopicLine,City,Male,Country,Timestamp,ClickedOnAd
59.36,49,46931.03,110.84,Universal multi-state system engine,Amandafort,0,Belarus,2022-05-01T01:12:04Z,1
45.96,45,66281.46,141.22,Streamlined cohesive conglomeration,Robertfurt,0,Christmas Island,2022-05-01T00:55:23Z,1
41.18,43,41866.55,129.25,Enterprise-wide incremental Internet solution,New Denisebury,1,Myanmar,2022-05-01T00:54:11Z,1
71.14,30,69758.31,224.82,Assimilated stable encryption,Newmanberg,0,France,2022-05-01T00:52:47Z,0
44.4,53,43073.78,140.95,Phased zero-defect portal,Mariahview,1,France,2022-05-01T00:43:40Z,1
80.29,31,49457.48,244.87,Ameliorated contextually-based collaboration,Teresahaven,1,Netherlands Antilles,2022-05-01T00:40:31Z,0
56.93,37,57887.64,111.8,Reactive demand-driven strategy,Bradleyside,0,Sierra Leone,2022-05-01T00:35:15Z,1
68.47,28,67033.34,226.64,Focused coherent success,North Kennethside,0,Poland,2022-05-01T00:33:23Z,0
66.4,40,77567.85,214.42,Digitized heuristic solution,Port Destiny,0,Antigua and Barbuda,2022-05-01T00:29:13Z,0
77.88,37,55353.41,254.57,Multi-tiered human-resource structure,Melissafurt,0,Poland,2022-05-01T00:24:22Z,0
69.15,46,36424.94,112.72,Automated multi-state toolset,Richardsonshire,0,Cyprus,2022-05-01T00:22:16Z,1
47.48,31,29359.2,141.34,Reverse-engineered 24hour hardware,Yuton,0,Eritrea,2022-05-01T00:19:33Z,1
76.32,35,74166.24,195.31,Networked foreground definition,East Michaeltown,1,Korea,2022-05-01T00:16:02Z,0
